x 	 y 	 label 
-0.292844 	 0.185704 	 O 
-0.083164 	 0.251588 	 O 
-0.022323 	 0.286509 	 O 
0.033967 	 0.194040 	 O 
0.110753 	 0.128737 	 O 
-0.292844 	 0.185704 	 O 
-0.066624 	 0.091343 	 O 
-0.022934 	 0.152106 	 O 
0.084293 	 0.139180 	 O 
0.214466 	 0.051814 	 O 
-0.238093 	 0.039718 	 O 
-0.128144 	 0.000628 	 O 
-0.033302 	 0.033628 	 O 
0.109939 	 0.004228 	 O 
0.214466 	 0.051814 	 O 
-0.267219 	 -0.080531 	 O 
-0.173118 	 -0.062112 	 O 
-0.052536 	 -0.089958 	 O 
0.100738 	 -0.100615 	 O 
0.177940 	 -0.106058 	 O 
-0.200362 	 -0.143634 	 O 
-0.166393 	 -0.140957 	 O 
-0.026200 	 -0.194768 	 O 
0.122427 	 -0.193891 	 O 
0.162773 	 -0.224261 	 O 
-0.006273 	 -0.019969 	 B 
-0.095373 	 0.054172 	 B 
0.031262 	 -0.005633 	 B 
0.040411 	 -0.055871 	 B 
-0.048297 	 0.007017 	 B 
-0.200362 	 -0.143634 	 B 
0.022963 	 -0.015254 	 B 
0.145354 	 0.089156 	 B 
-0.044457 	 0.110806 	 B 
0.156026 	 0.039446 	 B 
-0.118486 	 -0.018397 	 B 
0.033967 	 0.194040 	 B 
0.122427 	 -0.193891 	 B 
-0.057380 	 -0.095619 	 B 
-0.087085 	 0.059895 	 B 
0.100738 	 -0.100615 	 B 
0.049890 	 -0.002909 	 B 
0.025724 	 0.041157 	 B 
-0.043064 	 0.037479 	 B 
-0.085213 	 -0.125490 	 B 
0.059947 	 0.127057 	 B 
-0.048855 	 -0.020324 	 B 
-0.066804 	 -0.098919 	 B 
-0.016108 	 0.153540 	 B 
-0.035942 	 0.013878 	 B 
0.094500 	 -0.003270 	 B 
-0.104382 	 -0.022062 	 B 
0.058061 	 0.103039 	 B 
-0.026200 	 -0.194768 	 B 
-0.119433 	 -0.018517 	 B 
0.130843 	 0.089030 	 B 
-0.075409 	 -0.022965 	 B 
0.110753 	 0.128737 	 B 
-0.083164 	 0.251588 	 B 
0.017709 	 0.087082 	 B 
0.166409 	 0.013017 	 B 
-0.081497 	 0.028177 	 B 
-0.066217 	 0.068526 	 B 
0.031899 	 -0.210407 	 B 
0.177940 	 -0.106058 	 B 
0.022756 	 -0.102075 	 B 
-0.022946 	 -0.143863 	 B 
-0.007103 	 0.035353 	 B 
-0.022934 	 0.152106 	 B 
0.094946 	 -0.031831 	 B 
0.121852 	 -0.057138 	 B 
-0.027598 	 0.059503 	 B 
0.000999 	 0.050825 	 B 
-0.173118 	 -0.062112 	 B 
-0.014099 	 0.017024 	 B 
0.162773 	 -0.224261 	 B 
-0.066624 	 0.091343 	 B 
-0.075220 	 0.012192 	 B 
0.028604 	 -0.118022 	 B 
-0.100046 	 -0.096374 	 B 
0.033995 	 0.023593 	 B 
-0.238093 	 0.039718 	 B 
0.126060 	 -0.124430 	 B 
-0.009208 	 0.058630 	 B 
-0.189326 	 -0.027601 	 B 
0.076884 	 0.064847 	 B 
0.044407 	 0.105159 	 B 
-0.040065 	 0.077715 	 B 
0.214466 	 0.051814 	 B 
0.157245 	 -0.030680 	 B 
0.109939 	 0.004228 	 B 
-0.089500 	 -0.150941 	 B 
-0.073960 	 -0.072567 	 B 
0.080464 	 0.098633 	 B 
-0.022323 	 0.286509 	 B 
-0.004670 	 0.049930 	 B 
-0.003568 	 -0.113321 	 B 
0.025775 	 -0.117888 	 B 
0.084293 	 0.139180 	 B 
-0.033302 	 0.033628 	 B 
-0.292844 	 0.185704 	 B 
0.013983 	 -0.011874 	 B 
0.232653 	 -0.024009 	 B 
0.138352 	 -0.142580 	 B 
-0.052574 	 -0.067185 	 B 
-0.025087 	 0.213755 	 B 
0.038230 	 0.112006 	 B 
-0.035472 	 -0.131949 	 B 
0.149037 	 0.000925 	 B 
0.109632 	 0.106144 	 B 
-0.267219 	 -0.080531 	 B 
-0.052536 	 -0.089958 	 B 
0.051297 	 -0.010782 	 B 
-0.128144 	 0.000628 	 B 
-0.166393 	 -0.140957 	 B 
0.073763 	 0.044578 	 B 
-0.036451 	 -0.017848 	 B 
-0.033984 	 -0.057249 	 B 
0.008690 	 -0.036138 	 F 
-0.024876 	 0.005645 	 F 
0.014082 	 0.001753 	 F 
-0.003183 	 -0.007812 	 F 
0.002504 	 0.018565 	 F 
0.011312 	 -0.011187 	 F 
-0.025463 	 0.011263 	 F 
0.016520 	 -0.118728 	 F 
-0.000521 	 -0.005014 	 F 
0.005625 	 -0.008059 	 F 
-0.009180 	 0.000149 	 F 
-0.005275 	 -0.002780 	 F 
0.006432 	 0.003281 	 F 
0.006530 	 -0.001227 	 F 
0.034678 	 -0.011659 	 F 
0.048230 	 0.066406 	 F 
0.007416 	 -0.010080 	 F 
0.001480 	 0.007262 	 F 
0.002243 	 -0.011333 	 F 
-0.007238 	 0.005026 	 F 
-0.027278 	 -0.001143 	 F 
-0.009130 	 0.009455 	 F 
-0.001216 	 -0.006271 	 F 
-0.008365 	 0.001961 	 F 
-0.009859 	 0.007027 	 F 
0.005306 	 -0.009259 	 F 
0.008306 	 0.004902 	 F 
-0.002593 	 0.008083 	 F 
