x 	 y 	 label 
-0.054061 	 0.353867 	 O 
-0.054061 	 0.353867 	 O 
-0.054061 	 0.353867 	 O 
0.028140 	 0.231515 	 O 
0.210011 	 0.118188 	 O 
-0.130097 	 0.140813 	 O 
-0.113260 	 0.161728 	 O 
-0.011998 	 0.199750 	 O 
0.028140 	 0.231515 	 O 
0.210011 	 0.118188 	 O 
-0.233078 	 -0.007340 	 O 
-0.152410 	 0.052643 	 O 
-0.008075 	 0.040383 	 O 
0.116829 	 0.080987 	 O 
0.211175 	 0.032467 	 O 
-0.271724 	 -0.030194 	 O 
-0.126664 	 -0.071110 	 O 
-0.042678 	 -0.105051 	 O 
0.097381 	 -0.071690 	 O 
0.194510 	 -0.092438 	 O 
-0.114320 	 -0.143975 	 O 
-0.055936 	 -0.224256 	 O 
-0.055936 	 -0.224256 	 O 
0.099111 	 -0.176742 	 O 
0.099111 	 -0.176742 	 O 
-0.152410 	 0.052643 	 B 
-0.168670 	 0.029630 	 B 
0.010874 	 0.004231 	 B 
0.136565 	 0.031261 	 B 
0.061115 	 -0.024276 	 B 
0.029046 	 -0.049901 	 B 
-0.042678 	 -0.105051 	 B 
0.029132 	 -0.096480 	 B 
0.146196 	 -0.117536 	 B 
0.021835 	 -0.067769 	 B 
-0.130097 	 0.140813 	 B 
-0.067568 	 -0.013650 	 B 
0.041270 	 -0.083525 	 B 
-0.051038 	 0.026350 	 B 
0.106686 	 -0.008854 	 B 
-0.123209 	 0.106008 	 B 
-0.271724 	 -0.030194 	 B 
0.194510 	 -0.092438 	 B 
-0.082933 	 0.018042 	 B 
-0.013888 	 -0.044646 	 B 
-0.007014 	 0.012748 	 B 
-0.233078 	 -0.007340 	 B 
-0.126664 	 -0.071110 	 B 
-0.066182 	 0.043065 	 B 
-0.010442 	 -0.122235 	 B 
-0.038388 	 0.097112 	 B 
-0.045018 	 0.050413 	 B 
0.150583 	 0.000511 	 B 
-0.130614 	 0.005386 	 B 
-0.033541 	 0.027003 	 B 
-0.005528 	 0.025730 	 B 
-0.018724 	 -0.052520 	 B 
-0.008075 	 0.040383 	 B 
0.058332 	 -0.131314 	 B 
-0.154180 	 0.090596 	 B 
-0.054061 	 0.353867 	 B 
-0.043893 	 0.045090 	 B 
0.072152 	 0.009005 	 B 
0.101705 	 -0.039208 	 B 
0.038087 	 -0.002528 	 B 
0.147771 	 0.047724 	 B 
0.047413 	 -0.110132 	 B 
-0.106613 	 -0.043977 	 B 
0.077908 	 0.114370 	 B 
0.096858 	 -0.034180 	 B 
0.004026 	 -0.122742 	 B 
-0.074892 	 -0.003962 	 B 
-0.042153 	 -0.157763 	 B 
0.029988 	 0.007595 	 B 
0.013582 	 -0.073889 	 B 
0.106745 	 -0.030228 	 B 
0.044251 	 -0.009204 	 B 
-0.058085 	 0.049751 	 B 
0.116829 	 0.080987 	 B 
-0.068497 	 -0.140600 	 B 
-0.085640 	 -0.006932 	 B 
0.128181 	 -0.096738 	 B 
-0.002051 	 -0.027068 	 B 
-0.052751 	 0.168293 	 B 
0.096629 	 0.105568 	 B 
-0.191165 	 -0.015378 	 B 
-0.039496 	 0.037401 	 B 
0.035717 	 -0.182001 	 B 
0.072536 	 0.013922 	 B 
-0.218010 	 -0.059948 	 B 
0.086951 	 -0.169592 	 B 
-0.087097 	 -0.069533 	 B 
0.025947 	 -0.235538 	 B 
0.137913 	 -0.054508 	 B 
0.050126 	 0.072437 	 B 
-0.011998 	 0.199750 	 B 
-0.020398 	 0.158404 	 B 
0.211175 	 0.032467 	 B 
0.033355 	 -0.102077 	 B 
-0.058380 	 -0.007771 	 B 
0.230799 	 0.111947 	 B 
0.093258 	 0.117101 	 B 
-0.105870 	 -0.094303 	 B 
0.210011 	 0.118188 	 B 
0.065653 	 0.106768 	 B 
-0.021803 	 -0.012581 	 B 
0.002579 	 0.115762 	 B 
0.141707 	 0.123275 	 B 
-0.113260 	 0.161728 	 B 
0.050043 	 -0.029712 	 B 
-0.119133 	 0.006593 	 B 
0.028140 	 0.231515 	 B 
-0.114320 	 -0.143975 	 B 
-0.125152 	 -0.104505 	 B 
-0.082777 	 0.134246 	 B 
0.113080 	 0.121624 	 B 
0.099111 	 -0.176742 	 B 
0.070420 	 0.130685 	 B 
0.024014 	 0.003072 	 F 
0.002609 	 -0.019262 	 F 
-0.001557 	 0.004436 	 F 
-0.001534 	 0.013695 	 F 
0.006050 	 0.005364 	 F 
-0.021719 	 0.005091 	 F 
0.003266 	 -0.002636 	 F 
0.097381 	 -0.071690 	 F 
0.008002 	 -0.010785 	 F 
-0.003434 	 0.001460 	 F 
-0.000076 	 -0.002385 	 F 
-0.000192 	 0.003416 	 F 
-0.002775 	 0.007999 	 F 
0.000021 	 0.003856 	 F 
-0.017302 	 0.011605 	 F 
-0.019523 	 0.025852 	 F 
-0.013736 	 -0.006043 	 F 
0.002293 	 0.005299 	 F 
-0.011888 	 -0.017506 	 F 
0.009157 	 -0.003970 	 F 
-0.004595 	 -0.001519 	 F 
-0.055936 	 -0.224256 	 F 
-0.016175 	 -0.002426 	 F 
0.005891 	 -0.006352 	 F 
0.007489 	 -0.012660 	 F 
-0.001743 	 0.009011 	 F 
0.007310 	 -0.012275 	 F 
0.011072 	 -0.008222 	 F 
