x 	 y 	 label 
-0.285270 	 0.164607 	 O 
0.170139 	 0.575913 	 O 
0.170139 	 0.575913 	 O 
0.170139 	 0.575913 	 O 
0.170139 	 0.575913 	 O 
-0.285270 	 0.164607 	 O 
-0.113665 	 0.185558 	 O 
0.024512 	 0.221988 	 O 
0.024512 	 0.221988 	 O 
0.170139 	 0.575913 	 O 
-0.285270 	 0.164607 	 O 
-0.113665 	 0.185558 	 O 
0.004444 	 0.138714 	 O 
0.251136 	 0.004194 	 O 
0.353122 	 0.055418 	 O 
-0.227581 	 -0.101860 	 O 
-0.086278 	 -0.104100 	 O 
-0.019661 	 -0.073707 	 O 
0.251136 	 0.004194 	 O 
0.346881 	 -0.096218 	 O 
-0.259157 	 -0.265558 	 O 
-0.239123 	 -0.236324 	 O 
0.042047 	 -0.303054 	 O 
0.215898 	 -0.212725 	 O 
0.254794 	 -0.231434 	 O 
-0.011183 	 0.003552 	 B 
0.010410 	 -0.008589 	 B 
0.346881 	 -0.096218 	 B 
0.001659 	 0.007327 	 B 
0.009884 	 0.002877 	 B 
-0.000062 	 -0.000277 	 B 
-0.010837 	 0.014218 	 B 
0.001696 	 0.012584 	 B 
0.022402 	 -0.010078 	 B 
-0.012960 	 -0.003140 	 B 
-0.004191 	 -0.023129 	 B 
-0.006987 	 -0.017276 	 B 
-0.016237 	 0.001218 	 B 
-0.015774 	 -0.013408 	 B 
-0.002761 	 -0.012731 	 B 
-0.005130 	 0.009221 	 B 
0.001044 	 -0.008731 	 B 
-0.010211 	 -0.007181 	 B 
0.006410 	 0.014716 	 B 
-0.012714 	 0.006365 	 B 
-0.008202 	 -0.014170 	 B 
0.006038 	 0.001208 	 B 
0.001449 	 0.005972 	 B 
0.003469 	 -0.004373 	 B 
0.002119 	 -0.002678 	 B 
0.000316 	 0.003304 	 B 
-0.013419 	 -0.006981 	 B 
0.003621 	 -0.008473 	 B 
-0.000224 	 -0.007714 	 B 
0.002599 	 -0.019483 	 B 
-0.009581 	 0.008547 	 B 
0.005024 	 0.010604 	 B 
-0.013495 	 0.000774 	 B 
-0.001448 	 0.013358 	 B 
0.000910 	 0.000133 	 B 
-0.014833 	 -0.026704 	 B 
0.001558 	 0.018578 	 B 
-0.007129 	 -0.009427 	 B 
-0.007822 	 -0.011464 	 B 
-0.004992 	 0.004607 	 B 
-0.005667 	 0.006142 	 B 
-0.008504 	 0.000137 	 B 
-0.015233 	 -0.003537 	 B 
-0.004505 	 0.010396 	 B 
-0.002615 	 -0.013136 	 B 
0.001974 	 0.005759 	 B 
0.001404 	 0.014662 	 B 
-0.000170 	 -0.014211 	 B 
-0.012760 	 0.011615 	 B 
-0.002923 	 0.021436 	 B 
0.007806 	 -0.009241 	 B 
-0.013711 	 -0.004579 	 B 
-0.006566 	 0.004587 	 B 
0.005428 	 -0.021599 	 B 
-0.001071 	 0.010884 	 B 
0.001550 	 -0.000022 	 B 
-0.009076 	 -0.007837 	 B 
-0.001309 	 -0.011735 	 B 
-0.007020 	 -0.007314 	 B 
-0.009588 	 0.000133 	 B 
0.002507 	 0.006188 	 B 
0.015406 	 -0.019687 	 B 
-0.001686 	 0.007529 	 B 
0.000498 	 -0.003520 	 B 
-0.006412 	 -0.009528 	 B 
-0.011458 	 0.016682 	 B 
0.000712 	 0.011152 	 B 
0.004578 	 -0.009869 	 B 
-0.010595 	 0.009928 	 B 
0.008075 	 0.014971 	 B 
-0.020175 	 -0.015611 	 B 
-0.001212 	 0.005082 	 B 
-0.002135 	 0.018859 	 B 
-0.004417 	 -0.008683 	 B 
0.004266 	 0.006973 	 B 
0.002484 	 0.008144 	 B 
-0.008479 	 -0.003038 	 B 
0.000502 	 0.001013 	 B 
-0.006671 	 -0.004299 	 B 
0.000880 	 -0.023674 	 B 
0.011696 	 0.004704 	 B 
0.003890 	 0.008981 	 B 
-0.004386 	 -0.004528 	 B 
0.007334 	 0.000222 	 B 
-0.012336 	 -0.005974 	 B 
-0.000368 	 -0.000176 	 B 
-0.007880 	 -0.007549 	 B 
0.001030 	 -0.002900 	 B 
-0.007334 	 0.005903 	 B 
0.000553 	 0.006190 	 B 
0.005446 	 0.012885 	 B 
0.016705 	 -0.003620 	 B 
0.002390 	 0.008454 	 B 
0.024512 	 0.221988 	 F 
0.254794 	 -0.231434 	 F 
0.215898 	 -0.212725 	 F 
0.170139 	 0.575913 	 F 
-0.239123 	 -0.236324 	 F 
-0.117401 	 0.040982 	 F 
0.251136 	 0.004194 	 F 
0.001316 	 -0.021406 	 F 
-0.217499 	 0.050307 	 F 
0.353122 	 0.055418 	 F 
0.005076 	 -0.200358 	 F 
-0.009430 	 0.207325 	 F 
0.073815 	 -0.164550 	 F 
-0.113665 	 0.185558 	 F 
-0.019661 	 -0.073707 	 F 
0.004444 	 0.138714 	 F 
-0.025396 	 0.136697 	 F 
-0.227581 	 -0.101860 	 F 
0.042047 	 -0.303054 	 F 
0.098472 	 -0.007945 	 F 
-0.133333 	 0.003219 	 F 
-0.010964 	 -0.001429 	 F 
-0.208017 	 0.144026 	 F 
-0.259157 	 -0.265558 	 F 
-0.034160 	 0.131262 	 F 
0.354011 	 0.013565 	 F 
-0.285270 	 0.164607 	 F 
-0.086278 	 -0.104100 	 F 
