x 	 y 	 label 
-0.275232 	 0.090265 	 O 
-0.109139 	 0.175300 	 O 
-0.078357 	 0.231454 	 O 
0.087253 	 0.195406 	 O 
0.124419 	 0.162206 	 O 
-0.275232 	 0.090265 	 O 
-0.133880 	 0.109187 	 O 
-0.049026 	 0.098009 	 O 
0.083904 	 0.107374 	 O 
0.126677 	 0.100893 	 O 
-0.270730 	 -0.055329 	 O 
-0.181177 	 -0.032958 	 O 
-0.053173 	 -0.022265 	 O 
0.081965 	 -0.016197 	 O 
0.195117 	 -0.016261 	 O 
-0.223393 	 -0.151168 	 O 
-0.139544 	 -0.163382 	 O 
-0.009163 	 -0.147068 	 O 
0.033075 	 -0.143236 	 O 
0.181683 	 -0.081168 	 O 
-0.223393 	 -0.151168 	 O 
-0.139544 	 -0.163382 	 O 
0.004786 	 -0.210703 	 O 
0.073099 	 -0.255385 	 O 
0.150615 	 -0.174628 	 O 
-0.039448 	 -0.042956 	 B 
0.026446 	 0.028253 	 B 
0.032959 	 -0.000479 	 B 
0.073099 	 -0.255385 	 B 
0.081965 	 -0.016197 	 B 
-0.133880 	 0.109187 	 B 
-0.119326 	 0.035721 	 B 
0.071118 	 0.146827 	 B 
-0.184952 	 -0.083635 	 B 
0.177982 	 -0.015830 	 B 
0.062352 	 0.070341 	 B 
0.028105 	 0.059757 	 B 
-0.181177 	 -0.032958 	 B 
0.014077 	 0.071926 	 B 
0.025008 	 0.011484 	 B 
-0.112983 	 0.071872 	 B 
0.058509 	 -0.022016 	 B 
-0.014811 	 -0.042484 	 B 
-0.103102 	 0.016282 	 B 
0.195117 	 -0.016261 	 B 
0.150615 	 -0.174628 	 B 
-0.093098 	 -0.026827 	 B 
0.040529 	 0.070381 	 B 
-0.049455 	 -0.062367 	 B 
-0.210396 	 -0.114921 	 B 
0.147502 	 0.046345 	 B 
-0.046487 	 0.073747 	 B 
0.040844 	 -0.070961 	 B 
0.181683 	 -0.081168 	 B 
-0.019351 	 0.064539 	 B 
0.081862 	 0.042969 	 B 
-0.053184 	 -0.025373 	 B 
0.126466 	 0.080432 	 B 
-0.124869 	 0.068718 	 B 
-0.057825 	 0.076671 	 B 
-0.035170 	 0.086781 	 B 
-0.095890 	 -0.063806 	 B 
-0.009163 	 -0.147068 	 B 
0.079874 	 0.037328 	 B 
0.087253 	 0.195406 	 B 
-0.096038 	 0.128050 	 B 
-0.064505 	 0.051692 	 B 
0.063486 	 -0.254263 	 B 
-0.007316 	 -0.112994 	 B 
0.069176 	 0.158399 	 B 
0.044021 	 0.095433 	 B 
-0.063217 	 0.085807 	 B 
0.039542 	 -0.032319 	 B 
0.142886 	 -0.034579 	 B 
0.125127 	 -0.121938 	 B 
0.118646 	 0.028307 	 B 
0.118189 	 0.016056 	 B 
0.124419 	 0.162206 	 B 
-0.084333 	 -0.057015 	 B 
-0.013177 	 0.093493 	 B 
0.120815 	 0.100056 	 B 
0.096037 	 -0.018930 	 B 
-0.006087 	 0.042454 	 B 
-0.139544 	 -0.163382 	 B 
0.126677 	 0.100893 	 B 
-0.053173 	 -0.022265 	 B 
-0.049026 	 0.098009 	 B 
0.189900 	 0.006318 	 B 
-0.223393 	 -0.151168 	 B 
-0.075620 	 -0.001170 	 B 
0.101245 	 0.000666 	 B 
-0.275232 	 0.090265 	 B 
0.051832 	 -0.228902 	 B 
-0.106161 	 0.023226 	 B 
-0.077495 	 0.075331 	 B 
0.000750 	 -0.181772 	 B 
0.098643 	 -0.206294 	 B 
0.008321 	 0.042550 	 B 
0.049751 	 0.119086 	 B 
-0.060811 	 0.008185 	 B 
-0.078357 	 0.231454 	 B 
-0.112505 	 -0.025938 	 B 
-0.109139 	 0.175300 	 B 
0.019846 	 0.070721 	 B 
0.004786 	 -0.210703 	 B 
0.101918 	 0.047971 	 B 
0.083904 	 0.107374 	 B 
-0.089380 	 -0.124446 	 B 
0.062922 	 -0.055120 	 B 
0.036018 	 -0.225102 	 B 
0.127624 	 0.000486 	 B 
-0.066814 	 0.020067 	 B 
0.033075 	 -0.143236 	 B 
0.004760 	 -0.070920 	 B 
0.004635 	 0.045012 	 B 
-0.068572 	 -0.007605 	 B 
0.034521 	 0.100040 	 B 
-0.072281 	 -0.034521 	 B 
-0.021514 	 0.013932 	 F 
0.006977 	 0.013723 	 F 
0.000745 	 -0.000271 	 F 
0.011962 	 -0.014778 	 F 
0.014028 	 0.006039 	 F 
-0.005472 	 -0.004120 	 F 
-0.021073 	 -0.003869 	 F 
-0.052531 	 0.021084 	 F 
-0.000628 	 0.011547 	 F 
0.005094 	 -0.005596 	 F 
-0.005932 	 0.002753 	 F 
0.007202 	 -0.003132 	 F 
-0.001417 	 -0.001255 	 F 
-0.000890 	 -0.001249 	 F 
0.000895 	 0.017864 	 F 
0.051758 	 -0.008688 	 F 
-0.007466 	 -0.000196 	 F 
-0.007371 	 0.025509 	 F 
-0.004223 	 0.003041 	 F 
0.002958 	 -0.004515 	 F 
0.014616 	 0.000932 	 F 
-0.270730 	 -0.055329 	 F 
0.003860 	 -0.026354 	 F 
-0.005755 	 -0.008491 	 F 
-0.005421 	 0.005081 	 F 
-0.007559 	 -0.000950 	 F 
-0.007398 	 0.011025 	 F 
-0.004812 	 -0.003707 	 F 
