x 	 y 	 label 
-0.102724 	 0.227821 	 O 
-0.102724 	 0.227821 	 O 
0.064449 	 0.226705 	 O 
0.064449 	 0.226705 	 O 
0.157549 	 0.136560 	 O 
-0.165928 	 0.120294 	 O 
-0.086675 	 0.098087 	 O 
-0.006254 	 0.134160 	 O 
0.123538 	 0.156155 	 O 
0.227464 	 0.098421 	 O 
-0.215062 	 0.025475 	 O 
-0.138314 	 0.005472 	 O 
-0.000528 	 0.003534 	 O 
0.118047 	 -0.008402 	 O 
0.245880 	 -0.060021 	 O 
-0.179546 	 -0.177415 	 O 
-0.077930 	 -0.088549 	 O 
0.009026 	 -0.113518 	 O 
0.143572 	 -0.092022 	 O 
0.245880 	 -0.060021 	 O 
-0.179546 	 -0.177415 	 O 
-0.179546 	 -0.177415 	 O 
0.015687 	 -0.206760 	 O 
0.127115 	 -0.220047 	 O 
0.127115 	 -0.220047 	 O 
-0.036605 	 -0.082497 	 B 
0.010488 	 0.085409 	 B 
-0.040516 	 -0.024892 	 B 
-0.052447 	 0.035221 	 B 
0.169656 	 -0.074918 	 B 
-0.240133 	 0.049507 	 B 
0.027709 	 0.046835 	 B 
-0.071540 	 0.013380 	 B 
-0.069130 	 0.070750 	 B 
-0.138314 	 0.005472 	 B 
-0.082200 	 0.005260 	 B 
0.227464 	 0.098421 	 B 
-0.096773 	 -0.042042 	 B 
0.093598 	 -0.102573 	 B 
-0.055297 	 0.044526 	 B 
-0.056075 	 -0.100033 	 B 
-0.165493 	 0.066556 	 B 
0.019092 	 0.038047 	 B 
-0.004350 	 0.060172 	 B 
-0.033324 	 0.025618 	 B 
0.091363 	 -0.191014 	 B 
-0.102724 	 0.227821 	 B 
0.009026 	 -0.113518 	 B 
0.181412 	 -0.019673 	 B 
-0.079052 	 0.006465 	 B 
0.121205 	 0.085968 	 B 
0.099656 	 0.039437 	 B 
0.047889 	 0.171768 	 B 
-0.005011 	 -0.155681 	 B 
0.123538 	 0.156155 	 B 
0.039674 	 -0.136313 	 B 
-0.152517 	 -0.008523 	 B 
-0.179546 	 -0.177415 	 B 
-0.006254 	 0.134160 	 B 
-0.073642 	 0.179889 	 B 
0.072194 	 -0.008546 	 B 
-0.094123 	 0.048369 	 B 
0.149771 	 -0.137254 	 B 
0.129128 	 0.043983 	 B 
-0.062279 	 -0.105896 	 B 
0.101216 	 0.101119 	 B 
0.157549 	 0.136560 	 B 
0.194500 	 0.111752 	 B 
-0.027559 	 -0.118724 	 B 
-0.068803 	 0.247583 	 B 
-0.056627 	 0.042391 	 B 
-0.058824 	 -0.175755 	 B 
-0.043047 	 -0.005971 	 B 
-0.120457 	 -0.043744 	 B 
-0.058043 	 0.130674 	 B 
-0.042517 	 0.013448 	 B 
-0.048112 	 0.090952 	 B 
0.064449 	 0.226705 	 B 
-0.017543 	 -0.056602 	 B 
0.139137 	 0.062690 	 B 
0.038336 	 -0.097291 	 B 
0.104378 	 0.082534 	 B 
0.061082 	 0.162756 	 B 
-0.060902 	 0.060097 	 B 
0.118047 	 -0.008402 	 B 
-0.090299 	 -0.047380 	 B 
0.002104 	 -0.042183 	 B 
0.040047 	 -0.089467 	 B 
0.173631 	 0.017158 	 B 
0.245880 	 -0.060021 	 B 
-0.142254 	 -0.010628 	 B 
0.019476 	 -0.008832 	 B 
0.020359 	 0.016843 	 B 
0.049723 	 -0.174478 	 B 
0.015033 	 0.018727 	 B 
-0.132934 	 -0.014693 	 B 
0.062162 	 0.006795 	 B 
0.079554 	 0.052264 	 B 
-0.077930 	 -0.088549 	 B 
-0.054304 	 -0.178365 	 B 
-0.118155 	 -0.053296 	 B 
0.029481 	 -0.037300 	 B 
0.077116 	 0.032579 	 B 
0.013452 	 -0.004374 	 B 
0.156833 	 0.043212 	 B 
-0.019309 	 0.040188 	 B 
0.143572 	 -0.092022 	 B 
-0.215062 	 0.025475 	 B 
-0.165928 	 0.120294 	 B 
-0.086675 	 0.098087 	 B 
0.034558 	 -0.163046 	 B 
-0.064180 	 -0.105465 	 B 
-0.055931 	 0.008338 	 B 
-0.122175 	 -0.010140 	 B 
0.118334 	 0.036506 	 B 
-0.055445 	 0.060773 	 B 
-0.023690 	 -0.225598 	 B 
0.015687 	 -0.206760 	 B 
0.020625 	 -0.006512 	 F 
-0.005297 	 -0.004479 	 F 
-0.000551 	 0.000942 	 F 
0.014038 	 0.007704 	 F 
-0.000528 	 0.003534 	 F 
0.001884 	 -0.001365 	 F 
0.036149 	 0.011313 	 F 
-0.078326 	 0.000385 	 F 
0.005529 	 -0.004579 	 F 
0.003526 	 -0.001110 	 F 
0.004650 	 -0.002736 	 F 
0.005590 	 0.000089 	 F 
-0.002295 	 0.000601 	 F 
-0.007533 	 0.002066 	 F 
-0.007898 	 0.016251 	 F 
-0.067419 	 0.032960 	 F 
0.009551 	 0.003512 	 F 
-0.014309 	 0.006220 	 F 
-0.004722 	 -0.000982 	 F 
0.011944 	 0.000078 	 F 
-0.009950 	 0.005246 	 F 
0.127115 	 -0.220047 	 F 
0.003987 	 -0.012221 	 F 
-0.010457 	 -0.004119 	 F 
0.004137 	 0.002090 	 F 
0.001044 	 -0.008003 	 F 
-0.002283 	 -0.005683 	 F 
-0.002711 	 -0.006966 	 F 
