x 	 y 	 label 
-0.244462 	 0.243055 	 O 
-0.244462 	 0.243055 	 O 
-0.145787 	 0.254876 	 O 
-0.127830 	 0.240472 	 O 
-0.029901 	 0.152946 	 O 
-0.327182 	 0.122225 	 O 
-0.290936 	 0.113771 	 O 
-0.050972 	 0.156062 	 O 
-0.037075 	 0.117114 	 O 
-0.007210 	 0.086445 	 O 
-0.373351 	 -0.153674 	 O 
-0.290936 	 0.113771 	 O 
-0.125342 	 -0.029207 	 O 
-0.125342 	 -0.029207 	 O 
0.056212 	 -0.006999 	 O 
-0.373351 	 -0.153674 	 O 
-0.261219 	 -0.226829 	 O 
-0.112813 	 -0.226620 	 O 
-0.012510 	 -0.149449 	 O 
-0.012510 	 -0.149449 	 O 
-0.261219 	 -0.226829 	 O 
-0.225606 	 -0.265525 	 O 
-0.168411 	 -0.277109 	 O 
-0.102161 	 -0.304553 	 O 
-0.011276 	 -0.206716 	 O 
0.035283 	 0.006917 	 B 
0.031722 	 0.007900 	 B 
-0.007210 	 0.086445 	 B 
0.037860 	 0.004775 	 B 
0.040139 	 0.004985 	 B 
0.040371 	 0.011361 	 B 
0.040055 	 0.006807 	 B 
0.042229 	 0.004100 	 B 
0.043364 	 0.004608 	 B 
0.043074 	 0.005800 	 B 
0.043198 	 0.004313 	 B 
0.045855 	 0.005048 	 B 
0.042176 	 0.003735 	 B 
0.041591 	 0.003492 	 B 
0.042163 	 0.001594 	 B 
0.041830 	 0.001666 	 B 
0.042602 	 0.003360 	 B 
0.040357 	 0.003829 	 B 
0.040746 	 0.005724 	 B 
0.040043 	 0.003368 	 B 
0.045059 	 0.002082 	 B 
0.043167 	 0.004147 	 B 
0.043389 	 0.001082 	 B 
0.043839 	 0.003772 	 B 
0.040462 	 0.003558 	 B 
0.041916 	 0.003653 	 B 
0.044742 	 0.003052 	 B 
0.043531 	 0.002198 	 B 
0.043058 	 0.001886 	 B 
0.040522 	 0.002597 	 B 
0.040760 	 0.003136 	 B 
0.038346 	 0.003536 	 B 
0.038865 	 0.003939 	 B 
0.037457 	 0.002931 	 B 
0.036624 	 0.004355 	 B 
0.039709 	 0.004669 	 B 
0.037545 	 0.003764 	 B 
0.036299 	 0.002422 	 B 
0.038894 	 0.000742 	 B 
0.039653 	 -0.000546 	 B 
0.037660 	 0.002688 	 B 
0.039249 	 0.003626 	 B 
0.036779 	 0.004432 	 B 
0.038517 	 0.002760 	 B 
0.038958 	 0.001787 	 B 
0.034916 	 0.004710 	 B 
0.035351 	 0.004037 	 B 
0.040822 	 0.002860 	 B 
0.036707 	 0.003131 	 B 
0.036222 	 0.004020 	 B 
0.039497 	 0.003069 	 B 
0.037905 	 0.003247 	 B 
0.038429 	 0.001792 	 B 
0.037743 	 0.004661 	 B 
0.035637 	 0.004040 	 B 
0.038703 	 0.002698 	 B 
0.039044 	 0.000750 	 B 
0.034723 	 0.002432 	 B 
0.038980 	 0.003119 	 B 
0.036401 	 0.000783 	 B 
0.037216 	 0.002862 	 B 
0.037830 	 0.002451 	 B 
0.036476 	 0.006468 	 B 
0.037023 	 0.004245 	 B 
0.038101 	 0.002198 	 B 
0.035108 	 0.004523 	 B 
0.035787 	 0.002802 	 B 
0.038248 	 0.001796 	 B 
0.033960 	 0.006050 	 B 
0.035582 	 0.002943 	 B 
0.039703 	 0.004460 	 B 
0.035985 	 0.005404 	 B 
0.035462 	 0.003152 	 B 
0.039539 	 0.002352 	 B 
0.036870 	 0.003703 	 B 
0.036984 	 0.003012 	 B 
0.038195 	 0.004279 	 B 
0.037072 	 0.002926 	 B 
0.035291 	 0.003689 	 B 
0.037346 	 0.001436 	 B 
0.035122 	 0.000733 	 B 
0.035304 	 0.000329 	 B 
0.036017 	 0.003211 	 B 
0.034246 	 0.005001 	 B 
0.033731 	 0.004479 	 B 
0.037106 	 0.003109 	 B 
0.035448 	 0.004572 	 B 
0.036175 	 0.000697 	 B 
0.038524 	 0.002460 	 B 
0.035871 	 0.003001 	 B 
0.036644 	 0.001045 	 B 
0.037390 	 0.002429 	 B 
0.037537 	 0.003838 	 B 
-0.012510 	 -0.149449 	 F 
-0.112813 	 -0.226620 	 F 
-0.225606 	 -0.265525 	 F 
-0.373351 	 -0.153674 	 F 
-0.327182 	 0.122225 	 F 
-0.225954 	 0.265473 	 F 
-0.050972 	 0.156062 	 F 
0.037856 	 0.008159 	 F 
0.052872 	 0.005105 	 F 
0.056212 	 -0.006999 	 F 
-0.011276 	 -0.206716 	 F 
-0.029901 	 0.152946 	 F 
-0.144728 	 -0.082342 	 F 
-0.125342 	 -0.029207 	 F 
-0.037075 	 0.117114 	 F 
0.012503 	 -0.071109 	 F 
-0.061251 	 -0.228544 	 F 
-0.168411 	 -0.277109 	 F 
-0.290936 	 0.113771 	 F 
-0.244462 	 0.243055 	 F 
-0.145787 	 0.254876 	 F 
0.037071 	 0.002793 	 F 
-0.102161 	 -0.304553 	 F 
-0.163773 	 -0.253408 	 F 
-0.261219 	 -0.226829 	 F 
-0.313168 	 0.128199 	 F 
-0.181230 	 0.268736 	 F 
-0.127830 	 0.240472 	 F 
