x 	 y 	 label 
-0.249294 	 0.143510 	 O 
-0.249294 	 0.143510 	 O 
0.055644 	 0.289876 	 O 
0.055644 	 0.289876 	 O 
0.187307 	 0.163854 	 O 
-0.249294 	 0.143510 	 O 
-0.249294 	 0.143510 	 O 
-0.058640 	 0.162674 	 O 
0.094938 	 0.152117 	 O 
0.187307 	 0.163854 	 O 
-0.240639 	 0.008161 	 O 
-0.191579 	 0.102865 	 O 
-0.023933 	 0.057418 	 O 
0.066042 	 0.042741 	 O 
0.234367 	 0.077730 	 O 
-0.353080 	 -0.119621 	 O 
-0.161161 	 -0.056820 	 O 
-0.041414 	 -0.079994 	 O 
0.115446 	 -0.068004 	 O 
0.252112 	 -0.074501 	 O 
-0.353080 	 -0.119621 	 O 
-0.185894 	 -0.123869 	 O 
-0.033189 	 -0.175826 	 O 
0.088660 	 -0.146845 	 O 
0.252112 	 -0.074501 	 O 
0.034623 	 0.006272 	 B 
0.044610 	 0.097993 	 B 
-0.003185 	 0.012917 	 B 
0.094938 	 0.152117 	 B 
-0.003212 	 0.076644 	 B 
0.082754 	 -0.127936 	 B 
-0.076681 	 0.094102 	 B 
-0.020637 	 0.159627 	 B 
-0.016270 	 -0.076954 	 B 
-0.004715 	 0.016048 	 B 
-0.085862 	 -0.099392 	 B 
0.040609 	 -0.103577 	 B 
-0.083150 	 0.062008 	 B 
0.047761 	 0.149242 	 B 
-0.191579 	 0.102865 	 B 
0.070807 	 -0.050896 	 B 
-0.118823 	 0.047539 	 B 
0.132769 	 0.033542 	 B 
-0.010993 	 0.129500 	 B 
0.042404 	 -0.062667 	 B 
0.015089 	 -0.049385 	 B 
0.001272 	 0.061998 	 B 
0.073844 	 -0.157943 	 B 
-0.033189 	 -0.175826 	 B 
-0.046886 	 0.003396 	 B 
0.020277 	 -0.130060 	 B 
-0.016543 	 0.108875 	 B 
0.149166 	 -0.170765 	 B 
-0.106511 	 -0.117827 	 B 
0.053938 	 0.116594 	 B 
-0.240639 	 0.008161 	 B 
0.142755 	 -0.016872 	 B 
0.130939 	 -0.031457 	 B 
-0.161161 	 -0.056820 	 B 
-0.249294 	 0.143510 	 B 
0.009041 	 -0.117419 	 B 
0.234367 	 0.077730 	 B 
0.037887 	 0.200078 	 B 
0.066042 	 0.042741 	 B 
-0.007479 	 0.185787 	 B 
-0.002472 	 0.152156 	 B 
0.034070 	 -0.157202 	 B 
0.062648 	 -0.022065 	 B 
-0.185894 	 -0.123869 	 B 
-0.139670 	 -0.082927 	 B 
0.093645 	 -0.007649 	 B 
0.100681 	 -0.086157 	 B 
0.016931 	 0.053835 	 B 
0.103517 	 -0.141460 	 B 
-0.058640 	 0.162674 	 B 
-0.048989 	 -0.132458 	 B 
0.252112 	 -0.074501 	 B 
-0.171204 	 -0.010151 	 B 
-0.041414 	 -0.079994 	 B 
0.010458 	 -0.068635 	 B 
0.025538 	 0.073918 	 B 
0.057698 	 -0.063922 	 B 
0.042201 	 -0.171164 	 B 
0.187307 	 0.163854 	 B 
0.088660 	 -0.146845 	 B 
0.129832 	 -0.137730 	 B 
-0.104773 	 -0.020085 	 B 
-0.108134 	 -0.050752 	 B 
0.005944 	 -0.122252 	 B 
-0.040720 	 -0.101410 	 B 
-0.039768 	 -0.108504 	 B 
-0.033565 	 -0.021608 	 B 
-0.012335 	 -0.004795 	 B 
-0.090828 	 -0.012522 	 B 
-0.014169 	 -0.099402 	 B 
0.055758 	 0.023411 	 B 
-0.110928 	 -0.000407 	 B 
-0.093492 	 0.116096 	 B 
-0.042414 	 0.128989 	 B 
-0.080919 	 -0.127943 	 B 
0.025715 	 -0.063320 	 B 
-0.047312 	 -0.017665 	 B 
0.175765 	 0.064834 	 B 
-0.029413 	 0.140770 	 B 
-0.107415 	 0.075685 	 B 
0.055644 	 0.289876 	 B 
0.020308 	 0.058101 	 B 
-0.353080 	 -0.119621 	 B 
0.074660 	 -0.067904 	 B 
0.039677 	 0.033670 	 B 
-0.078330 	 0.073499 	 B 
0.046455 	 0.047691 	 B 
-0.023933 	 0.057418 	 B 
-0.094560 	 0.014352 	 B 
-0.008244 	 0.101727 	 B 
0.115446 	 -0.068004 	 B 
0.030738 	 0.023954 	 B 
0.098765 	 0.108461 	 B 
0.010778 	 0.018628 	 F 
-0.015900 	 -0.016608 	 F 
0.005929 	 -0.003882 	 F 
-0.000609 	 -0.002095 	 F 
0.003235 	 0.002699 	 F 
0.000991 	 0.002220 	 F 
0.000639 	 -0.008429 	 F 
0.199493 	 0.036834 	 F 
-0.003148 	 -0.011423 	 F 
0.011467 	 -0.002375 	 F 
-0.003750 	 0.012463 	 F 
-0.003235 	 -0.003304 	 F 
0.001698 	 0.008639 	 F 
-0.008523 	 -0.002434 	 F 
0.015118 	 0.016607 	 F 
-0.007269 	 -0.047032 	 F 
-0.000081 	 -0.002115 	 F 
-0.014507 	 0.007016 	 F 
0.006999 	 -0.006407 	 F 
-0.009850 	 -0.002581 	 F 
-0.013069 	 -0.013692 	 F 
-0.039768 	 0.019774 	 F 
0.016933 	 -0.002280 	 F 
0.010062 	 0.004288 	 F 
-0.009317 	 -0.007570 	 F 
0.006592 	 0.007604 	 F 
0.004809 	 0.006728 	 F 
-0.002356 	 -0.006811 	 F 
