x 	 y 	 label 
-0.224948 	 0.087575 	 O 
-0.103311 	 0.206243 	 O 
0.012253 	 0.219664 	 O 
0.102545 	 0.163009 	 O 
0.170318 	 0.150365 	 O 
-0.271620 	 0.076044 	 O 
-0.149819 	 0.096193 	 O 
0.025839 	 0.119353 	 O 
0.113655 	 0.096849 	 O 
0.278312 	 0.029116 	 O 
-0.185289 	 -0.019508 	 O 
-0.141821 	 0.015197 	 O 
0.003042 	 -0.010390 	 O 
0.117342 	 -0.008236 	 O 
0.278312 	 0.029116 	 O 
-0.168412 	 -0.125099 	 O 
-0.111384 	 -0.104812 	 O 
-0.021672 	 -0.123199 	 O 
0.190169 	 -0.070911 	 O 
0.214120 	 -0.140388 	 O 
-0.168412 	 -0.125099 	 O 
-0.075357 	 -0.206278 	 O 
0.010817 	 -0.241407 	 O 
0.088207 	 -0.208019 	 O 
0.214120 	 -0.140388 	 O 
-0.009672 	 0.044512 	 B 
0.100079 	 0.066925 	 B 
-0.010229 	 -0.005039 	 B 
0.010817 	 -0.241407 	 B 
0.077547 	 0.081925 	 B 
0.117342 	 -0.008236 	 B 
-0.039230 	 0.109883 	 B 
0.084229 	 0.061153 	 B 
0.033621 	 -0.217945 	 B 
-0.168412 	 -0.125099 	 B 
0.016277 	 0.021942 	 B 
0.227779 	 -0.025383 	 B 
0.012253 	 0.219664 	 B 
-0.075357 	 -0.206278 	 B 
0.170318 	 0.150365 	 B 
0.008714 	 -0.020446 	 B 
-0.077598 	 -0.038126 	 B 
-0.046237 	 0.101788 	 B 
-0.224948 	 0.087575 	 B 
0.113655 	 0.096849 	 B 
-0.105762 	 0.049406 	 B 
0.019242 	 -0.019566 	 B 
-0.098157 	 -0.083476 	 B 
-0.103311 	 0.206243 	 B 
0.066442 	 -0.040033 	 B 
0.278312 	 0.029116 	 B 
-0.066237 	 -0.176966 	 B 
-0.149819 	 0.096193 	 B 
0.024067 	 -0.181254 	 B 
-0.200029 	 0.064272 	 B 
0.099429 	 0.160928 	 B 
0.057548 	 0.172035 	 B 
-0.180327 	 0.061252 	 B 
-0.069453 	 -0.204367 	 B 
0.044326 	 0.000432 	 B 
0.018383 	 -0.101465 	 B 
0.036947 	 -0.072072 	 B 
-0.007430 	 -0.090168 	 B 
-0.003364 	 -0.015987 	 B 
-0.031469 	 -0.015842 	 B 
-0.021672 	 -0.123199 	 B 
-0.129396 	 0.044649 	 B 
0.214120 	 -0.140388 	 B 
-0.271620 	 0.076044 	 B 
0.003472 	 -0.077207 	 B 
0.139396 	 0.133177 	 B 
-0.089882 	 0.008894 	 B 
0.088207 	 -0.208019 	 B 
0.127737 	 0.024625 	 B 
-0.045757 	 0.192634 	 B 
0.025839 	 0.119353 	 B 
0.044549 	 -0.025856 	 B 
-0.104879 	 0.045915 	 B 
-0.111384 	 -0.104812 	 B 
-0.185289 	 -0.019508 	 B 
-0.141821 	 0.015197 	 B 
0.024873 	 -0.008735 	 B 
-0.083760 	 -0.055944 	 B 
-0.123270 	 0.081109 	 B 
-0.088277 	 -0.002807 	 B 
-0.026026 	 -0.015490 	 B 
0.091553 	 -0.032860 	 B 
0.022154 	 0.072731 	 B 
0.102545 	 0.163009 	 B 
-0.040850 	 -0.072064 	 B 
-0.003708 	 0.061172 	 B 
-0.026463 	 0.036223 	 B 
-0.077384 	 0.092106 	 B 
-0.010821 	 -0.162551 	 B 
0.009330 	 -0.037821 	 B 
-0.055158 	 0.088472 	 B 
0.001778 	 -0.001520 	 B 
-0.011887 	 -0.000634 	 B 
0.021371 	 -0.068344 	 B 
-0.036224 	 -0.138586 	 B 
-0.000830 	 0.048104 	 B 
0.092628 	 0.107066 	 B 
-0.056942 	 -0.011717 	 B 
0.005055 	 -0.067823 	 B 
-0.002473 	 -0.038623 	 B 
0.060112 	 0.045034 	 B 
0.025200 	 0.071598 	 B 
-0.025667 	 -0.033859 	 B 
0.064835 	 -0.043172 	 B 
-0.111682 	 -0.148213 	 B 
0.028207 	 -0.000169 	 B 
0.233915 	 -0.070535 	 B 
0.032363 	 -0.038274 	 B 
0.022188 	 0.049772 	 B 
0.048638 	 0.044837 	 B 
0.190169 	 -0.070911 	 B 
0.087725 	 -0.178452 	 B 
-0.056106 	 0.163223 	 B 
-0.068973 	 -0.014176 	 F 
-0.000964 	 -0.010544 	 F 
0.003891 	 0.016770 	 F 
-0.008815 	 -0.019585 	 F 
-0.003049 	 -0.011805 	 F 
0.003513 	 -0.006126 	 F 
0.005819 	 0.010304 	 F 
-0.035898 	 0.089799 	 F 
-0.019507 	 -0.003564 	 F 
0.007581 	 0.006419 	 F 
0.004132 	 -0.001407 	 F 
-0.004510 	 -0.008925 	 F 
-0.004498 	 -0.004898 	 F 
0.005035 	 -0.000288 	 F 
-0.033033 	 -0.014599 	 F 
0.110460 	 0.055809 	 F 
-0.017345 	 -0.026653 	 F 
-0.002465 	 0.021622 	 F 
-0.012727 	 0.024524 	 F 
0.004467 	 -0.000498 	 F 
0.006748 	 0.009819 	 F 
0.200517 	 0.095263 	 F 
0.011569 	 0.013638 	 F 
0.003044 	 -0.000752 	 F 
0.018358 	 -0.008694 	 F 
-0.007946 	 0.008017 	 F 
0.003042 	 -0.010390 	 F 
0.012537 	 0.010766 	 F 
